zip,Zipcode name,City,State,County Name
30292,"WILLIAMSON, GA",WILLIAMSON,GA,PIKE
30680,"WINDER, GA",WINDER,GA,BARROW
30187,"WINSTON, GA",WINSTON,GA,DOUGLAS
30683,"WINTERVILLE, GA",WINTERVILLE,GA,CLARKE
31569,"WOODBINE, GA",WOODBINE,GA,CAMDEN
30293,"WOODBURY, GA",WOODBURY,GA,MERIWETHER
31836,"WOODLAND, GA",WOODLAND,GA,TALBOT
30188,"WOODSTOCK, GA",WOODSTOCK,GA,CHEROKEE
30189,"WOODSTOCK, GA",WOODSTOCK,GA,CHEROKEE
31798,"WRAY, GA",WRAY,GA,IRWIN
30833,"WRENS, GA",WRENS,GA,JEFFERSON
31096,"WRIGHTSVILLE, GA",WRIGHTSVILLE,GA,JOHNSON
31097,"YATESVILLE, GA",YATESVILLE,GA,UPSON
30582,"YOUNG HARRIS, GA",YOUNG HARRIS,GA,TOWNS
30295,"ZEBULON, GA",ZEBULON,GA,PIKE
,,,,
,,,,
"For more information, kindly visit :  www.downloadexcelfiles.com",,,,
